Provincias,Periodo,Total,Sexo,id_gen
32 Ourense,2011,881,Mujer-Hombre,0
32 Ourense,2010,908,Mujer-Hombre,0
32 Ourense,2009,936,Mujer-Hombre,0
32 Ourense,2008,1062,Mujer-Hombre,0
32 Ourense,2007,1263,Mujer-Hombre,0
32 Ourense,2006,1147,Mujer-Hombre,0
32 Ourense,2005,1119,Mujer-Hombre,0
34 Palencia,2020,190,Mujer-Hombre,0
34 Palencia,2019,443,Mujer-Hombre,0
34 Palencia,2018,477,Mujer-Hombre,0
34 Palencia,2017,500,Mujer-Hombre,0
34 Palencia,2016,531,Mujer-Hombre,0
34 Palencia,2015,492,Mujer-Hombre,0
34 Palencia,2014,495,Mujer-Hombre,0
34 Palencia,2013,440,Mujer-Hombre,0
34 Palencia,2012,550,Mujer-Hombre,0
34 Palencia,2011,480,Mujer-Hombre,0
34 Palencia,2010,542,Mujer-Hombre,0
34 Palencia,2009,525,Mujer-Hombre,0
34 Palencia,2008,596,Mujer-Hombre,0
34 Palencia,2007,621,Mujer-Hombre,0
34 Palencia,2006,671,Mujer-Hombre,0
34 Palencia,2005,695,Mujer-Hombre,0
"35 Palmas, Las",2020,2399,Mujer-Hombre,0
"35 Palmas, Las",2019,3913,Mujer-Hombre,0
"35 Palmas, Las",2018,3884,Mujer-Hombre,0
"35 Palmas, Las",2017,3787,Mujer-Hombre,0
"35 Palmas, Las",2016,3744,Mujer-Hombre,0
"35 Palmas, Las",2015,3487,Mujer-Hombre,0
"35 Palmas, Las",2014,3337,Mujer-Hombre,0
"35 Palmas, Las",2013,3283,Mujer-Hombre,0
"35 Palmas, Las",2012,2996,Mujer-Hombre,0
"35 Palmas, Las",2011,2756,Mujer-Hombre,0
"35 Palmas, Las",2010,2704,Mujer-Hombre,0
"35 Palmas, Las",2009,2926,Mujer-Hombre,0
"35 Palmas, Las",2008,3153,Mujer-Hombre,0
"35 Palmas, Las",2007,3274,Mujer-Hombre,0
"35 Palmas, Las",2006,3340,Mujer-Hombre,0
"35 Palmas, Las",2005,3339,Mujer-Hombre,0
36 Pontevedra,2020,1987,Mujer-Hombre,0
36 Pontevedra,2019,3303,Mujer-Hombre,0
36 Pontevedra,2018,2879,Mujer-Hombre,0
36 Pontevedra,2017,3223,Mujer-Hombre,0
36 Pontevedra,2016,3256,Mujer-Hombre,0
36 Pontevedra,2015,3224,Mujer-Hombre,0
36 Pontevedra,2014,2934,Mujer-Hombre,0
36 Pontevedra,2013,2917,Mujer-Hombre,0
36 Pontevedra,2012,3185,Mujer-Hombre,0
36 Pontevedra,2011,3179,Mujer-Hombre,0
36 Pontevedra,2010,3440,Mujer-Hombre,0
36 Pontevedra,2009,3440,Mujer-Hombre,0
36 Pontevedra,2008,3868,Mujer-Hombre,0
36 Pontevedra,2007,3958,Mujer-Hombre,0
36 Pontevedra,2006,4036,Mujer-Hombre,0
36 Pontevedra,2005,4061,Mujer-Hombre,0
"26 Rioja, La",2020,600,Mujer-Hombre,0
"26 Rioja, La",2019,1093,Mujer-Hombre,0
"26 Rioja, La",2018,1117,Mujer-Hombre,0
"26 Rioja, La",2017,1035,Mujer-Hombre,0
"26 Rioja, La",2016,1133,Mujer-Hombre,0
"26 Rioja, La",2015,1063,Mujer-Hombre,0
"26 Rioja, La",2014,1114,Mujer-Hombre,0
"26 Rioja, La",2013,994,Mujer-Hombre,0
"26 Rioja, La",2012,1111,Mujer-Hombre,0
"26 Rioja, La",2011,1069,Mujer-Hombre,0
"26 Rioja, La",2010,1126,Mujer-Hombre,0
"26 Rioja, La",2009,1205,Mujer-Hombre,0
"26 Rioja, La",2008,1323,Mujer-Hombre,0
"26 Rioja, La",2007,1354,Mujer-Hombre,0
"26 Rioja, La",2006,1373,Mujer-Hombre,0
"26 Rioja, La",2005,1407,Mujer-Hombre,0
37 Salamanca,2020,367,Mujer-Hombre,0
37 Salamanca,2019,944,Mujer-Hombre,0
37 Salamanca,2018,974,Mujer-Hombre,0
37 Salamanca,2017,1080,Mujer-Hombre,0
37 Salamanca,2016,1041,Mujer-Hombre,0
37 Salamanca,2015,1044,Mujer-Hombre,0
37 Salamanca,2014,1081,Mujer-Hombre,0
37 Salamanca,2013,1069,Mujer-Hombre,0
37 Salamanca,2012,1139,Mujer-Hombre,0
37 Salamanca,2011,935,Mujer-Hombre,0
37 Salamanca,2010,1075,Mujer-Hombre,0
37 Salamanca,2009,1211,Mujer-Hombre,0
37 Salamanca,2008,1324,Mujer-Hombre,0
37 Salamanca,2007,1370,Mujer-Hombre,0
37 Salamanca,2006,1336,Mujer-Hombre,0
37 Salamanca,2005,1408,Mujer-Hombre,0
38 Santa Cruz de Tenerife,2020,2209,Mujer-Hombre,0
38 Santa Cruz de Tenerife,2019,3475,Mujer-Hombre,0
38 Santa Cruz de Tenerife,2018,3514,Mujer-Hombre,0
38 Santa Cruz de Tenerife,2017,3449,Mujer-Hombre,0
38 Santa Cruz de Tenerife,2016,3314,Mujer-Hombre,0
38 Santa Cruz de Tenerife,2015,3176,Mujer-Hombre,0
38 Santa Cruz de Tenerife,2014,2992,Mujer-Hombre,0
38 Santa Cruz de Tenerife,2013,2697,Mujer-Hombre,0
38 Santa Cruz de Tenerife,2012,2683,Mujer-Hombre,0
38 Santa Cruz de Tenerife,2011,2676,Mujer-Hombre,0
38 Santa Cruz de Tenerife,2010,2753,Mujer-Hombre,0
38 Santa Cruz de Tenerife,2009,2990,Mujer-Hombre,0
38 Santa Cruz de Tenerife,2008,3185,Mujer-Hombre,0
38 Santa Cruz de Tenerife,2007,3129,Mujer-Hombre,0
38 Santa Cruz de Tenerife,2006,3456,Mujer-Hombre,0
38 Santa Cruz de Tenerife,2005,3401,Mujer-Hombre,0
40 Segovia,2020,228,Mujer-Hombre,0
40 Segovia,2019,532,Mujer-Hombre,0
40 Segovia,2018,481,Mujer-Hombre,0
40 Segovia,2017,549,Mujer-Hombre,0
40 Segovia,2016,484,Mujer-Hombre,0
40 Segovia,2015,520,Mujer-Hombre,0
40 Segovia,2014,452,Mujer-Hombre,0
40 Segovia,2013,439,Mujer-Hombre,0
40 Segovia,2012,481,Mujer-Hombre,0
40 Segovia,2011,513,Mujer-Hombre,0
40 Segovia,2010,534,Mujer-Hombre,0
40 Segovia,2009,566,Mujer-Hombre,0
40 Segovia,2008,664,Mujer-Hombre,0
40 Segovia,2007,594,Mujer-Hombre,0
40 Segovia,2006,586,Mujer-Hombre,0
40 Segovia,2005,604,Mujer-Hombre,0
41 Sevilla,2020,3663,Mujer-Hombre,0
41 Sevilla,2019,7601,Mujer-Hombre,0
41 Sevilla,2018,7346,Mujer-Hombre,0
41 Sevilla,2017,7284,Mujer-Hombre,0
41 Sevilla,2016,7681,Mujer-Hombre,0
41 Sevilla,2015,7456,Mujer-Hombre,0
41 Sevilla,2014,7105,Mujer-Hombre,0
41 Sevilla,2013,6643,Mujer-Hombre,0
41 Sevilla,2012,7312,Mujer-Hombre,0
41 Sevilla,2011,7110,Mujer-Hombre,0
41 Sevilla,2010,7528,Mujer-Hombre,0
41 Sevilla,2009,8150,Mujer-Hombre,0
41 Sevilla,2008,9565,Mujer-Hombre,0
41 Sevilla,2007,10365,Mujer-Hombre,0
41 Sevilla,2006,10574,Mujer-Hombre,0
41 Sevilla,2005,10885,Mujer-Hombre,0
42 Soria,2020,147,Mujer-Hombre,0
42 Soria,2019,269,Mujer-Hombre,0
42 Soria,2018,273,Mujer-Hombre,0
42 Soria,2017,262,Mujer-Hombre,0
42 Soria,2016,270,Mujer-Hombre,0
42 Soria,2015,240,Mujer-Hombre,0
42 Soria,2014,253,Mujer-Hombre,0
42 Soria,2013,233,Mujer-Hombre,0
42 Soria,2012,277,Mujer-Hombre,0
42 Soria,2011,250,Mujer-Hombre,0
42 Soria,2010,273,Mujer-Hombre,0
42 Soria,2009,290,Mujer-Hombre,0
42 Soria,2008,254,Mujer-Hombre,0
42 Soria,2007,288,Mujer-Hombre,0
42 Soria,2006,308,Mujer-Hombre,0
42 Soria,2005,290,Mujer-Hombre,0
43 Tarragona,2020,1726,Mujer-Hombre,0
43 Tarragona,2019,2725,Mujer-Hombre,0
43 Tarragona,2018,2633,Mujer-Hombre,0
43 Tarragona,2017,2861,Mujer-Hombre,0
43 Tarragona,2016,2948,Mujer-Hombre,0
43 Tarragona,2015,2832,Mujer-Hombre,0
43 Tarragona,2014,2705,Mujer-Hombre,0
43 Tarragona,2013,2620,Mujer-Hombre,0
43 Tarragona,2012,2783,Mujer-Hombre,0
43 Tarragona,2011,2714,Mujer-Hombre,0
43 Tarragona,2010,2955,Mujer-Hombre,0
43 Tarragona,2009,3028,Mujer-Hombre,0
43 Tarragona,2008,3454,Mujer-Hombre,0
43 Tarragona,2007,3477,Mujer-Hombre,0
43 Tarragona,2006,3508,Mujer-Hombre,0
43 Tarragona,2005,3482,Mujer-Hombre,0
44 Teruel,2020,257,Mujer-Hombre,0
44 Teruel,2019,367,Mujer-Hombre,0
44 Teruel,2018,377,Mujer-Hombre,0
44 Teruel,2017,397,Mujer-Hombre,0
44 Teruel,2016,386,Mujer-Hombre,0
44 Teruel,2015,377,Mujer-Hombre,0
44 Teruel,2014,430,Mujer-Hombre,0
44 Teruel,2013,407,Mujer-Hombre,0
44 Teruel,2012,421,Mujer-Hombre,0
44 Teruel,2011,397,Mujer-Hombre,0
44 Teruel,2010,415,Mujer-Hombre,0
44 Teruel,2009,428,Mujer-Hombre,0
44 Teruel,2008,453,Mujer-Hombre,0
44 Teruel,2007,481,Mujer-Hombre,0
44 Teruel,2006,489,Mujer-Hombre,0
44 Teruel,2005,532,Mujer-Hombre,0
45 Toledo,2020,1185,Mujer-Hombre,0
45 Toledo,2019,2496,Mujer-Hombre,0
45 Toledo,2018,2520,Mujer-Hombre,0
45 Toledo,2017,2579,Mujer-Hombre,0
45 Toledo,2016,2597,Mujer-Hombre,0
45 Toledo,2015,2423,Mujer-Hombre,0
45 Toledo,2014,2438,Mujer-Hombre,0
45 Toledo,2013,2302,Mujer-Hombre,0
45 Toledo,2012,2663,Mujer-Hombre,0
45 Toledo,2011,2627,Mujer-Hombre,0
45 Toledo,2010,2603,Mujer-Hombre,0
45 Toledo,2009,2847,Mujer-Hombre,0
45 Toledo,2008,3291,Mujer-Hombre,0
45 Toledo,2007,3091,Mujer-Hombre,0
45 Toledo,2006,3034,Mujer-Hombre,0
45 Toledo,2005,3063,Mujer-Hombre,0
46 Valencia/València,2020,5279,Mujer-Hombre,0
46 Valencia/València,2019,8937,Mujer-Hombre,0
46 Valencia/València,2018,9328,Mujer-Hombre,0
46 Valencia/València,2017,9450,Mujer-Hombre,0
46 Valencia/València,2016,9834,Mujer-Hombre,0
46 Valencia/València,2015,9589,Mujer-Hombre,0
46 Valencia/València,2014,9281,Mujer-Hombre,0
46 Valencia/València,2013,8989,Mujer-Hombre,0
46 Valencia/València,2012,9437,Mujer-Hombre,0
46 Valencia/València,2011,9285,Mujer-Hombre,0
46 Valencia/València,2010,9676,Mujer-Hombre,0
46 Valencia/València,2009,10130,Mujer-Hombre,0
46 Valencia/València,2008,11407,Mujer-Hombre,0
46 Valencia/València,2007,12165,Mujer-Hombre,0
46 Valencia/València,2006,12652,Mujer-Hombre,0
46 Valencia/València,2005,13391,Mujer-Hombre,0
47 Valladolid,2020,751,Mujer-Hombre,0
47 Valladolid,2019,1642,Mujer-Hombre,0
47 Valladolid,2018,1642,Mujer-Hombre,0
47 Valladolid,2017,1806,Mujer-Hombre,0
47 Valladolid,2016,1764,Mujer-Hombre,0
47 Valladolid,2015,1784,Mujer-Hombre,0
47 Valladolid,2014,1805,Mujer-Hombre,0
47 Valladolid,2013,1770,Mujer-Hombre,0
47 Valladolid,2012,1975,Mujer-Hombre,0
47 Valladolid,2011,1911,Mujer-Hombre,0
47 Valladolid,2010,1999,Mujer-Hombre,0
47 Valladolid,2009,2147,Mujer-Hombre,0
47 Valladolid,2008,2342,Mujer-Hombre,0
47 Valladolid,2007,2553,Mujer-Hombre,0
47 Valladolid,2006,2504,Mujer-Hombre,0
47 Valladolid,2005,2499,Mujer-Hombre,0
49 Zamora,2020,186,Mujer-Hombre,0
49 Zamora,2019,395,Mujer-Hombre,0
49 Zamora,2018,416,Mujer-Hombre,0
49 Zamora,2017,402,Mujer-Hombre,0
49 Zamora,2016,447,Mujer-Hombre,0
49 Zamora,2015,425,Mujer-Hombre,0
49 Zamora,2014,422,Mujer-Hombre,0
49 Zamora,2013,386,Mujer-Hombre,0
49 Zamora,2012,477,Mujer-Hombre,0
49 Zamora,2011,464,Mujer-Hombre,0
49 Zamora,2010,480,Mujer-Hombre,0
49 Zamora,2009,537,Mujer-Hombre,0
49 Zamora,2008,551,Mujer-Hombre,0
49 Zamora,2007,597,Mujer-Hombre,0
49 Zamora,2006,565,Mujer-Hombre,0
49 Zamora,2005,597,Mujer-Hombre,0
50 Zaragoza,2020,1625,Mujer-Hombre,0
50 Zaragoza,2019,2832,Mujer-Hombre,0
50 Zaragoza,2018,3089,Mujer-Hombre,0
50 Zaragoza,2017,3214,Mujer-Hombre,0
50 Zaragoza,2016,3297,Mujer-Hombre,0
50 Zaragoza,2015,3263,Mujer-Hombre,0
50 Zaragoza,2014,3059,Mujer-Hombre,0
50 Zaragoza,2013,3273,Mujer-Hombre,0
50 Zaragoza,2012,3478,Mujer-Hombre,0
50 Zaragoza,2011,3245,Mujer-Hombre,0
50 Zaragoza,2010,3352,Mujer-Hombre,0
50 Zaragoza,2009,3597,Mujer-Hombre,0
50 Zaragoza,2008,3861,Mujer-Hombre,0
50 Zaragoza,2007,4031,Mujer-Hombre,0
50 Zaragoza,2006,4192,Mujer-Hombre,0
50 Zaragoza,2005,4347,Mujer-Hombre,0
51 Ceuta,2020,253,Mujer-Hombre,0
51 Ceuta,2019,502,Mujer-Hombre,0
51 Ceuta,2018,429,Mujer-Hombre,0
51 Ceuta,2017,445,Mujer-Hombre,0
51 Ceuta,2016,494,Mujer-Hombre,0
51 Ceuta,2015,423,Mujer-Hombre,0
51 Ceuta,2014,394,Mujer-Hombre,0
51 Ceuta,2013,383,Mujer-Hombre,0
51 Ceuta,2012,407,Mujer-Hombre,0
51 Ceuta,2011,445,Mujer-Hombre,0
51 Ceuta,2010,397,Mujer-Hombre,0
51 Ceuta,2009,397,Mujer-Hombre,0
51 Ceuta,2008,366,Mujer-Hombre,0
51 Ceuta,2007,373,Mujer-Hombre,0
51 Ceuta,2006,325,Mujer-Hombre,0
51 Ceuta,2005,361,Mujer-Hombre,0
52 Melilla,2020,157,Mujer-Hombre,0
52 Melilla,2019,306,Mujer-Hombre,0
52 Melilla,2018,313,Mujer-Hombre,0
52 Melilla,2017,362,Mujer-Hombre,0
52 Melilla,2016,395,Mujer-Hombre,0
52 Melilla,2015,288,Mujer-Hombre,0
52 Melilla,2014,319,Mujer-Hombre,0
52 Melilla,2013,311,Mujer-Hombre,0
52 Melilla,2012,381,Mujer-Hombre,0
52 Melilla,2011,323,Mujer-Hombre,0
52 Melilla,2010,444,Mujer-Hombre,0
52 Melilla,2009,409,Mujer-Hombre,0
52 Melilla,2008,470,Mujer-Hombre,0
52 Melilla,2007,525,Mujer-Hombre,0
52 Melilla,2006,399,Mujer-Hombre,0
52 Melilla,2005,323,Mujer-Hombre,0
No residente,2020,373,Mujer-Hombre,0
No residente,2019,1325,Mujer-Hombre,0
No residente,2018,2044,Mujer-Hombre,0
No residente,2017,2259,Mujer-Hombre,0
No residente,2016,2258,Mujer-Hombre,0
No residente,2015,2217,Mujer-Hombre,0
No residente,2014,2245,Mujer-Hombre,0
No residente,2013,1942,Mujer-Hombre,0
No residente,2012,1928,Mujer-Hombre,0
No residente,2011,1578,Mujer-Hombre,0
No residente,2010,1606,Mujer-Hombre,0
No residente,2009,1705,Mujer-Hombre,0
No residente,2008,1899,Mujer-Hombre,0
No residente,2007,1919,Mujer-Hombre,0
No residente,2006,1887,Mujer-Hombre,0
No residente,2005,1714,Mujer-Hombre,0
02 Albacete,2020,9,Mujeres,1
02 Albacete,2019,17,Mujeres,1
02 Albacete,2018,17,Mujeres,1
02 Albacete,2017,7,Mujeres,1
02 Albacete,2016,6,Mujeres,1
02 Albacete,2015,5,Mujeres,1
02 Albacete,2014,8,Mujeres,1
02 Albacete,2013,11,Mujeres,1
02 Albacete,2012,1,Mujeres,1
02 Albacete,2011,5,Mujeres,1
02 Albacete,2010,2,Mujeres,1
02 Albacete,2009,7,Mujeres,1
02 Albacete,2008,4,Mujeres,1
02 Albacete,2007,2,Mujeres,1
02 Albacete,2006,4,Mujeres,1
03 Alicante/Alacant,2020,76,Mujeres,1
03 Alicante/Alacant,2019,117,Mujeres,1
03 Alicante/Alacant,2018,123,Mujeres,1
03 Alicante/Alacant,2017,115,Mujeres,1
03 Alicante/Alacant,2016,87,Mujeres,1
03 Alicante/Alacant,2015,79,Mujeres,1
03 Alicante/Alacant,2014,84,Mujeres,1
03 Alicante/Alacant,2013,68,Mujeres,1
03 Alicante/Alacant,2012,58,Mujeres,1
03 Alicante/Alacant,2011,70,Mujeres,1
03 Alicante/Alacant,2010,39,Mujeres,1
03 Alicante/Alacant,2009,47,Mujeres,1
03 Alicante/Alacant,2008,60,Mujeres,1
03 Alicante/Alacant,2007,39,Mujeres,1
03 Alicante/Alacant,2006,72,Mujeres,1
03 Alicante/Alacant,2005,16,Mujeres,1
04 Almería,2020,21,Mujeres,1
04 Almería,2019,28,Mujeres,1
04 Almería,2018,24,Mujeres,1
04 Almería,2017,21,Mujeres,1
04 Almería,2016,15,Mujeres,1
04 Almería,2015,25,Mujeres,1
04 Almería,2014,11,Mujeres,1
04 Almería,2013,17,Mujeres,1
04 Almería,2012,15,Mujeres,1
04 Almería,2011,19,Mujeres,1
04 Almería,2010,16,Mujeres,1
04 Almería,2009,6,Mujeres,1
04 Almería,2008,14,Mujeres,1
04 Almería,2007,9,Mujeres,1
04 Almería,2006,12,Mujeres,1
04 Almería,2005,1,Mujeres,1
01 Araba/Álava,2020,14,Mujeres,1
01 Araba/Álava,2019,15,Mujeres,1
01 Araba/Álava,2018,15,Mujeres,1
01 Araba/Álava,2017,16,Mujeres,1
01 Araba/Álava,2016,13,Mujeres,1
01 Araba/Álava,2015,12,Mujeres,1
01 Araba/Álava,2014,16,Mujeres,1
01 Araba/Álava,2013,5,Mujeres,1
01 Araba/Álava,2012,6,Mujeres,1
01 Araba/Álava,2011,10,Mujeres,1
01 Araba/Álava,2010,5,Mujeres,1
01 Araba/Álava,2009,10,Mujeres,1
01 Araba/Álava,2008,3,Mujeres,1
01 Araba/Álava,2007,3,Mujeres,1
01 Araba/Álava,2006,8,Mujeres,1
01 Araba/Álava,2005,2,Mujeres,1
33 Asturias,2020,14,Mujeres,1
33 Asturias,2019,34,Mujeres,1
33 Asturias,2018,21,Mujeres,1
33 Asturias,2017,29,Mujeres,1
33 Asturias,2016,18,Mujeres,1
33 Asturias,2015,22,Mujeres,1
33 Asturias,2014,26,Mujeres,1
33 Asturias,2013,14,Mujeres,1
33 Asturias,2012,19,Mujeres,1
33 Asturias,2011,23,Mujeres,1
33 Asturias,2010,20,Mujeres,1
33 Asturias,2009,16,Mujeres,1
33 Asturias,2008,27,Mujeres,1
33 Asturias,2007,22,Mujeres,1
33 Asturias,2006,20,Mujeres,1
33 Asturias,2005,7,Mujeres,1
05 Ávila,2020,1,Mujeres,1
05 Ávila,2019,3,Mujeres,1
05 Ávila,2018,5,Mujeres,1
05 Ávila,2017,2,Mujeres,1
05 Ávila,2016,3,Mujeres,1
05 Ávila,2015,2,Mujeres,1
05 Ávila,2014,1,Mujeres,1
05 Ávila,2013,3,Mujeres,1
05 Ávila,2012,2,Mujeres,1
05 Ávila,2011,4,Mujeres,1
05 Ávila,2010,7,Mujeres,1
05 Ávila,2008,1,Mujeres,1
05 Ávila,2007,1,Mujeres,1
05 Ávila,2006,2,Mujeres,1
05 Ávila,2005,1,Mujeres,1
06 Badajoz,2020,19,Mujeres,1
06 Badajoz,2019,30,Mujeres,1
06 Badajoz,2018,22,Mujeres,1
06 Badajoz,2017,23,Mujeres,1
06 Badajoz,2016,25,Mujeres,1
06 Badajoz,2015,11,Mujeres,1
06 Badajoz,2014,13,Mujeres,1
06 Badajoz,2013,10,Mujeres,1
06 Badajoz,2012,24,Mujeres,1
06 Badajoz,2011,14,Mujeres,1
06 Badajoz,2010,15,Mujeres,1
06 Badajoz,2009,6,Mujeres,1
06 Badajoz,2008,6,Mujeres,1
06 Badajoz,2007,2,Mujeres,1
06 Badajoz,2006,3,Mujeres,1
06 Badajoz,2005,3,Mujeres,1
"07 Balears, Illes",2020,56,Mujeres,1
"07 Balears, Illes",2019,88,Mujeres,1
"07 Balears, Illes",2018,84,Mujeres,1
"07 Balears, Illes",2017,96,Mujeres,1
"07 Balears, Illes",2016,80,Mujeres,1
"07 Balears, Illes",2015,66,Mujeres,1
"07 Balears, Illes",2014,60,Mujeres,1
"07 Balears, Illes",2013,54,Mujeres,1
"07 Balears, Illes",2012,50,Mujeres,1
"07 Balears, Illes",2011,43,Mujeres,1
"07 Balears, Illes",2010,42,Mujeres,1
"07 Balears, Illes",2009,38,Mujeres,1
"07 Balears, Illes",2008,36,Mujeres,1
"07 Balears, Illes",2007,42,Mujeres,1
"07 Balears, Illes",2006,53,Mujeres,1
"07 Balears, Illes",2005,9,Mujeres,1
08 Barcelona,2020,251,Mujeres,1
08 Barcelona,2019,400,Mujeres,1
08 Barcelona,2018,426,Mujeres,1
08 Barcelona,2017,439,Mujeres,1
08 Barcelona,2016,381,Mujeres,1
08 Barcelona,2015,289,Mujeres,1
08 Barcelona,2014,283,Mujeres,1
08 Barcelona,2013,253,Mujeres,1
08 Barcelona,2012,302,Mujeres,1
08 Barcelona,2011,298,Mujeres,1
08 Barcelona,2010,253,Mujeres,1
08 Barcelona,2009,255,Mujeres,1
08 Barcelona,2008,222,Mujeres,1
08 Barcelona,2007,213,Mujeres,1
08 Barcelona,2006,290,Mujeres,1
08 Barcelona,2005,74,Mujeres,1
48 Bizkaia,2020,49,Mujeres,1
48 Bizkaia,2019,59,Mujeres,1
48 Bizkaia,2018,55,Mujeres,1
48 Bizkaia,2017,48,Mujeres,1
48 Bizkaia,2016,45,Mujeres,1
48 Bizkaia,2015,44,Mujeres,1
48 Bizkaia,2014,37,Mujeres,1
48 Bizkaia,2013,34,Mujeres,1
48 Bizkaia,2012,28,Mujeres,1
48 Bizkaia,2011,25,Mujeres,1
48 Bizkaia,2010,29,Mujeres,1
48 Bizkaia,2009,21,Mujeres,1
48 Bizkaia,2008,27,Mujeres,1
48 Bizkaia,2007,23,Mujeres,1
48 Bizkaia,2006,31,Mujeres,1
48 Bizkaia,2005,6,Mujeres,1
09 Burgos,2020,5,Mujeres,1
09 Burgos,2019,10,Mujeres,1
09 Burgos,2018,5,Mujeres,1
09 Burgos,2017,10,Mujeres,1
09 Burgos,2016,7,Mujeres,1
09 Burgos,2015,4,Mujeres,1
09 Burgos,2014,3,Mujeres,1
09 Burgos,2013,5,Mujeres,1
09 Burgos,2012,5,Mujeres,1
09 Burgos,2011,6,Mujeres,1
09 Burgos,2010,3,Mujeres,1
09 Burgos,2009,5,Mujeres,1
09 Burgos,2008,5,Mujeres,1
09 Burgos,2007,8,Mujeres,1
09 Burgos,2006,4,Mujeres,1
09 Burgos,2005,2,Mujeres,1
10 Cáceres,2020,5,Mujeres,1
10 Cáceres,2019,13,Mujeres,1
10 Cáceres,2018,7,Mujeres,1
10 Cáceres,2017,8,Mujeres,1
10 Cáceres,2016,7,Mujeres,1
10 Cáceres,2015,1,Mujeres,1
10 Cáceres,2014,10,Mujeres,1
10 Cáceres,2013,4,Mujeres,1
10 Cáceres,2012,5,Mujeres,1
10 Cáceres,2011,5,Mujeres,1
10 Cáceres,2010,6,Mujeres,1
10 Cáceres,2009,4,Mujeres,1
10 Cáceres,2008,1,Mujeres,1
10 Cáceres,2006,4,Mujeres,1
10 Cáceres,2005,3,Mujeres,1
11 Cádiz,2020,47,Mujeres,1
11 Cádiz,2019,70,Mujeres,1
11 Cádiz,2018,48,Mujeres,1
11 Cádiz,2017,74,Mujeres,1
11 Cádiz,2016,59,Mujeres,1
11 Cádiz,2015,60,Mujeres,1
11 Cádiz,2014,47,Mujeres,1
11 Cádiz,2013,24,Mujeres,1
11 Cádiz,2012,37,Mujeres,1
11 Cádiz,2011,30,Mujeres,1
11 Cádiz,2010,17,Mujeres,1
11 Cádiz,2009,24,Mujeres,1
11 Cádiz,2008,22,Mujeres,1
11 Cádiz,2007,19,Mujeres,1
11 Cádiz,2006,21,Mujeres,1
11 Cádiz,2005,12,Mujeres,1
39 Cantabria,2020,16,Mujeres,1
39 Cantabria,2019,28,Mujeres,1
39 Cantabria,2018,21,Mujeres,1
39 Cantabria,2017,23,Mujeres,1
39 Cantabria,2016,18,Mujeres,1
39 Cantabria,2015,11,Mujeres,1
39 Cantabria,2014,17,Mujeres,1
39 Cantabria,2013,11,Mujeres,1
39 Cantabria,2012,11,Mujeres,1
39 Cantabria,2011,11,Mujeres,1
39 Cantabria,2010,11,Mujeres,1
39 Cantabria,2009,7,Mujeres,1
39 Cantabria,2008,8,Mujeres,1
39 Cantabria,2007,9,Mujeres,1
39 Cantabria,2006,11,Mujeres,1
39 Cantabria,2005,3,Mujeres,1
12 Castellón/Castelló,2020,19,Mujeres,1
12 Castellón/Castelló,2019,27,Mujeres,1
12 Castellón/Castelló,2018,18,Mujeres,1
12 Castellón/Castelló,2017,17,Mujeres,1
12 Castellón/Castelló,2016,25,Mujeres,1
12 Castellón/Castelló,2015,20,Mujeres,1
12 Castellón/Castelló,2014,9,Mujeres,1
12 Castellón/Castelló,2013,13,Mujeres,1
12 Castellón/Castelló,2012,13,Mujeres,1
12 Castellón/Castelló,2011,18,Mujeres,1
12 Castellón/Castelló,2010,16,Mujeres,1
12 Castellón/Castelló,2009,10,Mujeres,1
12 Castellón/Castelló,2008,12,Mujeres,1
12 Castellón/Castelló,2007,16,Mujeres,1
12 Castellón/Castelló,2006,8,Mujeres,1
12 Castellón/Castelló,2005,3,Mujeres,1
13 Ciudad Real,2020,9,Mujeres,1
13 Ciudad Real,2019,15,Mujeres,1
13 Ciudad Real,2018,13,Mujeres,1
13 Ciudad Real,2017,10,Mujeres,1
13 Ciudad Real,2016,12,Mujeres,1
13 Ciudad Real,2015,10,Mujeres,1
13 Ciudad Real,2014,6,Mujeres,1
13 Ciudad Real,2013,5,Mujeres,1
13 Ciudad Real,2012,5,Mujeres,1
13 Ciudad Real,2011,3,Mujeres,1
13 Ciudad Real,2010,3,Mujeres,1
13 Ciudad Real,2009,6,Mujeres,1
13 Ciudad Real,2008,8,Mujeres,1
13 Ciudad Real,2007,2,Mujeres,1
13 Ciudad Real,2006,4,Mujeres,1
14 Córdoba,2020,14,Mujeres,1
14 Córdoba,2019,32,Mujeres,1
14 Córdoba,2018,30,Mujeres,1
14 Córdoba,2017,24,Mujeres,1
14 Córdoba,2016,29,Mujeres,1
14 Córdoba,2015,25,Mujeres,1
14 Córdoba,2014,19,Mujeres,1
14 Córdoba,2013,16,Mujeres,1
14 Córdoba,2012,14,Mujeres,1
14 Córdoba,2011,18,Mujeres,1
14 Córdoba,2010,15,Mujeres,1
14 Córdoba,2009,6,Mujeres,1
14 Córdoba,2008,15,Mujeres,1
14 Córdoba,2007,11,Mujeres,1
14 Córdoba,2006,13,Mujeres,1
14 Córdoba,2005,4,Mujeres,1
"15 Coruña, A",2020,22,Mujeres,1
"15 Coruña, A",2019,30,Mujeres,1
"15 Coruña, A",2018,31,Mujeres,1
"15 Coruña, A",2017,31,Mujeres,1
"15 Coruña, A",2016,36,Mujeres,1
"15 Coruña, A",2015,28,Mujeres,1
"15 Coruña, A",2014,29,Mujeres,1
